name,score
a,3
a,7
a,8
a,8
a,12
a,3
a,15
a,26
a,30
a,13
a,2
a,8
a,4
a,11
a,33
a,4
a,1
a,0
a,0
a,1
a,2
a,0
a,0
a,0
a,0
a,0
a,0
a,0
a,0
a,0
a,0
a,1
a,1
a,0
a,0
a,0
a,0
a,0
a,0
a,0
a,0
a,1
